DATE_TIME,current_contract,next_contract,carry_contract
2009-12-14 06:00:00,20100200,20100400,20091200
2010-02-12 06:00:00,20100400,20100600,20100200
2010-04-15 05:00:00,20100600,20100700,20100500
2010-05-14 00:00:00,20100700,20100800,20100600
2010-06-15 00:00:00,20100800,20101000,20100700
2010-08-13 01:00:00,20101000,20101200,20100800
2010-10-14 01:00:00,20101200,20110200,20101000
2010-12-14 06:00:00,20110200,20110400,20101200
2011-02-14 06:00:00,20110400,20110600,20110200
2011-04-15 00:00:00,20110600,20110700,20110500
2011-05-16 05:00:00,20110700,20110800,20110600
2011-06-15 00:00:00,20110800,20111000,20110700
2011-08-12 02:00:00,20111000,20111200,20110800
2011-10-14 03:00:00,20111200,20120200,20111000
2011-12-14 03:00:00,20120200,20120400,20111200
2012-02-14 06:00:00,20120400,20120600,20120200
2012-04-16 05:00:00,20120600,20120700,20120500
2012-05-15 00:00:00,20120700,20120800,20120600
2012-06-15 00:00:00,20120800,20121000,20120700
2012-08-14 00:00:00,20121000,20121200,20120800
2012-10-12 05:00:00,20121200,20130200,20121000
2012-12-14 05:00:00,20130200,20130400,20121200
2013-02-13 06:00:00,20130400,20130600,20130200
2013-04-15 05:00:00,20130600,20130700,20130500
2013-05-15 00:00:00,20130700,20130800,20130600
2013-06-14 00:00:00,20130800,20131000,20130700
2013-08-14 01:00:00,20131000,20131200,20130800
2013-10-14 05:00:00,20131200,20140200,20131000
2013-12-13 00:00:00,20140200,20140400,20131200
2014-02-13 06:00:00,20140400,20140600,20140200
2014-04-15 05:00:00,20140600,20140700,20140500
2014-05-15 00:00:00,20140700,20140800,20140600
2014-06-16 05:00:00,20140800,20141000,20140700
2014-08-14 01:00:00,20141000,20141200,20140800
2014-10-14 05:00:00,20141200,20150200,20141000
2014-12-12 06:00:00,20150200,20150400,20141200
2015-02-13 06:00:00,20150400,20150600,20150200
2015-04-15 05:00:00,20150600,20150700,20150500
2015-05-15 05:00:00,20150700,20150800,20150600
2015-06-15 05:00:00,20150800,20151000,20150700
2015-08-14 05:00:00,20151000,20151200,20150800
2015-10-14 05:00:00,20151200,20160200,20151000
2015-12-14 06:00:00,20160200,20160400,20151200
2016-02-12 06:00:00,20160400,20160600,20160200
2016-04-15 05:00:00,20160600,20160700,20160500
2016-05-16 05:00:00,20160700,20160800,20160600
2016-06-15 05:00:00,20160800,20161000,20160700
2016-08-12 05:00:00,20161000,20161200,20160800
2016-10-14 05:00:00,20161200,20170200,20161000
2016-12-14 06:00:00,20170200,20170400,20161200
2017-02-13 06:00:00,20170400,20170600,20170200
2017-04-13 05:00:00,20170600,20170700,20170500
2017-05-15 05:00:00,20170700,20170800,20170600
2017-06-15 05:00:00,20170800,20171000,20170700
2017-08-14 05:00:00,20171000,20171200,20170800
2017-10-13 05:00:00,20171200,20180200,20171000
2017-12-14 06:00:00,20180200,20180400,20171200
2018-02-13 06:00:00,20180400,20180600,20180200
2018-04-16 05:00:00,20180600,20180700,20180500
2018-05-15 05:00:00,20180700,20180800,20180600
2018-06-15 05:00:00,20180800,20181000,20180700
2018-08-14 05:00:00,20181000,20181200,20180800
2018-10-12 05:00:00,20181200,20190200,20181000
2018-12-14 06:00:00,20190200,20190400,20181200
2019-02-13 06:00:00,20190400,20190600,20190200
2019-04-15 05:00:00,20190600,20190700,20190500
2019-05-15 05:00:00,20190700,20190800,20190600
2019-06-14 05:00:00,20190800,20191000,20190700
2019-08-14 05:00:00,20191000,20191200,20190800
2019-10-14 05:00:00,20191200,20200200,20191000
2019-12-13 06:00:00,20200200,20200400,20191200
2020-02-14 06:00:00,20200400,20200600,20200200
2020-04-15 05:00:00,20200600,20200700,20200500
2020-05-15 05:00:00,20200700,20200800,20200600
2020-06-15 05:00:00,20200800,20201000,20200700
2020-08-14 05:00:00,20201000,20201200,20200800
2020-10-14 05:00:00,20201200,20210200,20201000
2020-12-14 06:00:00,20210200,20210400,20201200
2021-02-12 06:00:00,20210400,20210600,20210200
2021-04-15 05:00:00,20210600,20210700,20210500
2021-05-14 05:00:00,20210700,20210800,20210600
2021-06-15 05:00:00,20210800,20211000,20210700
2021-08-13 05:00:00,20211000,20211200,20210800
2021-10-14 05:00:00,20211200,20220200,20211000
2021-12-16 06:00:00,20220200,20220400,20211200
2022-02-14 06:00:00,20220400,20220600,20220200
2022-04-14 05:00:00,20220600,20220700,20220500
2022-05-16 05:00:00,20220700,20220800,20220600
2022-06-15 05:00:00,20220800,20221000,20220700
2022-08-12 05:00:00,20221000,20221200,20220800
2022-10-14 05:00:00,20221200,20230200,20221000
2022-12-16 06:00:00,20230200,20230400,20221200
2023-02-13 06:00:00,20230400,20230600,20230200
2023-04-14 05:00:00,20230600,20230700,20230500
2023-05-15 05:00:00,20230700,20230800,20230600
2023-06-15 05:00:00,20230800,20231000,20230700
2023-08-14 05:00:00,20231000,20231200,20230800
2023-10-13 05:00:00,20231200,20240200,20231000
2023-12-14 06:00:00,20240200,20240400,20231200
2024-02-14 06:00:00,20240400,20240600,20240200
2024-04-15 05:00:00,20240600,20240700,20240500
2024-05-15 05:00:00,20240700,20240800,20240600
2024-06-14 05:00:00,20240800,20241000,20240700
2024-08-14 05:00:00,20241000,20241200,20240800
2024-10-14 05:00:00,20241200,20250200,20241000
2024-12-13 06:00:00,20250200,20250400,20241200
2025-02-13 06:00:00,20250400,20250600,20250200
2025-04-15 05:00:00,20250600,20250700,20250500
2025-05-15 05:00:00,20250700,20250800,20250600
2025-06-16 05:00:00,20250800,20251000,20250700
2025-08-15 05:00:00,20251000,20251200,20250800
2025-10-15 05:00:00,20251200,20260200,20251000
2025-10-31 05:00:00,20260200,20260400,20251200
